uid,lon,lat,damage_class,confidence,source,tile
a7682e56-ea7b-4a23-8601-6a8fd1caf8db,-99.1827271,19.2907552,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
1392f2b2-c64f-488a-909b-6448488dbc05,-99.1832891,19.2907943,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
f3ae129b-e69b-4142-aa26-bbd8a5ff528f,-99.1831713,19.2908317,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
2b48b3a7-dd04-44ae-b8be-fbf233da6aac,-99.1829785,19.2907757,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
4eea4ad8-ff5a-4d0d-888b-17c92a8ef5b7,-99.1829531,19.2908129,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
190bcdf8-076e-43e9-ab5f-9d4ec1ed6545,-99.1830452,19.2908037,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
a7f8a8b4-d4f4-415b-b02f-b5db3948a82a,-99.1829866,19.2908555,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
c2db9d8a-ac83-46a2-988a-ca03417dbd04,-99.1829359,19.2909293,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
ec221093-3f38-4426-927a-8d36cc7109e2,-99.1828651,19.2907538,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
b3f94d3c-10c3-4fbb-ad36-3d5fbf519f05,-99.1826487,19.2908471,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
73cee3b6-34c6-4dd6-ba62-52edac79634f,-99.1826951,19.2908210,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
01611454-bddb-4083-b1f7-61f48b32a234,-99.1828830,19.2910709,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
0017fd38-cb66-4654-81a4-f3c8bd05bc92,-99.1828098,19.2911009,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
2efdb6fd-a9a1-4493-bbcb-5ca8929b8421,-99.1828468,19.2909465,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
555e52d4-bf6d-486b-9f48-d3cf1f96c1d1,-99.1827619,19.2910460,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
439a93b0-55de-493c-bb28-d7014fa16b24,-99.1826905,19.2910785,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
2ee4ae14-8194-4e1d-96fc-802cd12f3dc8,-99.1828149,19.2909961,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
d0f4fa94-92da-4d91-a4e9-b9d3cdbf9aec,-99.1826584,19.2911714,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
599d9490-4801-4fc4-9130-01a6da6b1674,-99.1851190,19.2904349,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
87818b22-adb0-4162-a2ea-fc8187f4d547,-99.1847763,19.2904404,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
55b699ef-4c07-4c60-84d6-72b806be50f6,-99.1847219,19.2905170,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
d4bc1f0d-3099-4636-bed1-f95dfe69b2fe,-99.1848366,19.2902923,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
8b29c452-3103-42db-91d1-0a6ec4b7571a,-99.1845175,19.2904397,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
0de7c55a-f7f1-4ccf-8ad3-4b925031fe75,-99.1843548,19.2905096,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
24794641-be95-4eb9-a585-83851d2dd55a,-99.1841187,19.2894558,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
ed101dfb-5ffe-4d7c-8fe6-9645399c75ff,-99.1838552,19.2895935,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
147fc222-b390-435f-b657-a5e742d3a736,-99.1836963,19.2897981,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
1776e99d-4fe5-4077-bedc-25df0d217f7f,-99.1837958,19.2898442,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
75de235c-7103-4746-a0c3-9d1d5e98413e,-99.1838799,19.2897657,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
520a3132-2d8c-4d04-999f-63774faadaec,-99.1837624,19.2900873,minor-damage,1.0,xbd_gt,mexico-earthquake_00000048
6cfb09ff-230c-45f6-9d1c-d633594db8ad,-99.1840558,19.2898817,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
24176dff-603d-4b86-a2fc-43b43fc37a86,-99.1839495,19.2898879,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
45f06531-3281-4a64-b09e-72f8a3d790a6,-99.1839809,19.2897790,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
be71fab5-9969-4783-809d-f8f6b48cf665,-99.1840835,19.2901622,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
098cf480-b2c0-4001-b64a-fa50fa5b3225,-99.1853844,19.2902926,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
18f03b8d-4a1b-460b-99a5-b584d4cd579d,-99.1851051,19.2898234,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
013787f3-a66e-474d-80a1-843cfcf77afd,-99.1852547,19.2900372,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
56ab71ff-1d0c-40de-b4f7-7193b44a7da2,-99.1851464,19.2899919,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
7fe5cb25-38dd-4e1b-b84c-bb9f5cf6e956,-99.1853502,19.2898807,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
ed874818-beac-4ffc-acac-7260d7f6a1b5,-99.1857842,19.2898007,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
d9ab6b3d-060f-44cf-a9a0-0a900f1644d5,-99.1858948,19.2898325,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
8e21eeaf-afb1-43fc-aa0f-98fdf5dc2a98,-99.1859932,19.2898724,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
10168b5e-abca-40da-a17e-9e147a71f88f,-99.1860734,19.2899094,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
1beabc68-1725-45e7-a447-4472bb17f7f2,-99.1859712,19.2868349,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
5fd50130-a1bf-492e-8316-2afe228cbb1f,-99.1857283,19.2867689,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
8191347d-9f0f-4bde-a73e-f4b19ed30cef,-99.1856775,19.2869289,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
b62e1cf3-c08c-4715-9183-e96d6dbef02f,-99.1857900,19.2869237,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
1cc98cc0-c875-4033-b23b-35f835f26960,-99.1856110,19.2868510,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
34014f4c-c91a-4896-9066-0722f5f00133,-99.1858714,19.2869795,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
d065f839-cacd-42a3-a7d0-0126cd71f736,-99.1858353,19.2870742,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
1c2d5982-86e6-452f-a3ec-7dd9cf6a167d,-99.1858145,19.2871161,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
58f131a9-7873-4883-baf3-69050c8b9060,-99.1857967,19.2871524,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
6b01ae5b-90d6-4af7-bbd6-f21d218dbfa3,-99.1858808,19.2872666,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
a5df66e6-3656-4c59-9e9d-5c70b17f0ea3,-99.1857519,19.2872291,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
7c80319d-b09a-480e-9b11-cb5bc4a7a055,-99.1856480,19.2871724,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
018da194-0b19-4fe9-ad46-c838e1047515,-99.1854842,19.2870549,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
9e71e637-f83f-418c-a809-1a62bf33c002,-99.1855392,19.2869264,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
8772f296-ed4a-4360-b67e-9bfc1417773e,-99.1860082,19.2871028,minor-damage,1.0,xbd_gt,mexico-earthquake_00000048
c513bca4-7ed4-4797-b823-791bee668cdb,-99.1860562,19.2872803,minor-damage,1.0,xbd_gt,mexico-earthquake_00000048
a8eb0a3a-3464-440c-aaad-c9413b624f38,-99.1859593,19.2873103,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
7db6807c-3a06-4faf-9ead-f7edd011f109,-99.1860896,19.2871573,minor-damage,1.0,xbd_gt,mexico-earthquake_00000048
30c6db07-aa2d-4e48-8735-9b067eebb853,-99.1860906,19.2872334,minor-damage,1.0,xbd_gt,mexico-earthquake_00000048
e970465b-b635-45f6-b43e-e9a458125149,-99.1860679,19.2869701,minor-damage,1.0,xbd_gt,mexico-earthquake_00000048
afb18ffa-1a70-4164-aa12-86ff6b20cca2,-99.1860035,19.2869557,minor-damage,1.0,xbd_gt,mexico-earthquake_00000048
93592c28-84f4-4098-8c66-3234a5c4db67,-99.1860243,19.2869333,minor-damage,1.0,xbd_gt,mexico-earthquake_00000048
7cef2b26-b3b1-4b2b-aff0-4c855cea9757,-99.1860756,19.2874107,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
7f6e1e7c-c12f-4f32-93f2-c24660ca0823,-99.1853839,19.2872842,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
8ae3b997-cc2f-4496-9d5e-678462ff46b9,-99.1853325,19.2874149,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
0ca6325e-525d-4818-8d0a-53fa89de81b9,-99.1855132,19.2873225,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
81ef9ece-e062-4aaf-9758-d825dfcb36d4,-99.1856305,19.2874187,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
f6f44e3f-85c7-4570-9cb7-ec65433b3919,-99.1856943,19.2875955,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
011cf899-7228-471d-b2e4-d8d5c2de1224,-99.1859191,19.2876616,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
58b8f755-c5b7-4c5e-a340-70a6c5dc0fb0,-99.1860050,19.2876455,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
7d52423b-26d8-4c1a-be5f-c9e4ab8873c6,-99.1858855,19.2876147,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
38d51bb6-3bde-4645-b14f-497e5261bb7c,-99.1859390,19.2875267,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
65c6993d-263c-4e25-80a6-c4dfeb3db230,-99.1858506,19.2877129,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
95a45da5-e544-43b5-9a98-3b669bb52c1d,-99.1857778,19.2876823,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
280fd12c-735c-4cb8-a26e-f1fc5d761c4b,-99.1857373,19.2877314,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
b3f48e93-b211-4a31-8803-730e5d1842cf,-99.1854914,19.2875727,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
15eca54d-4fc5-488e-ab81-f04acd869e23,-99.1853837,19.2875959,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
a061ad40-9655-436f-a851-a2e35f6d811b,-99.1852103,19.2875923,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
c3574ad9-1434-4d8f-9968-17d3776c3487,-99.1855986,19.2876369,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
1b01dab0-0902-4918-b95a-cbec91c62fe0,-99.1855181,19.2876125,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
88e33fcb-b203-4d27-95c0-4b5e284a36ff,-99.1853192,19.2875199,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
e970df17-23c0-4626-9c49-a55ad552ea56,-99.1851350,19.2877082,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
42692b15-0422-490c-a81a-c160544d3bd7,-99.1850896,19.2877939,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
045c6e05-270b-4c23-b021-0f07b690a2bf,-99.1852186,19.2879634,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
0976e87e-73e9-44a3-82c9-abc487026d36,-99.1850159,19.2879237,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
f44e0fad-06b4-4aaf-aa3d-b933c9094675,-99.1851181,19.2879628,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
19bd81d5-138c-4787-94fa-c67b7cfe3fa2,-99.1850972,19.2878667,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
601eb68b-9d78-4c34-a1ea-31e9a3a985bb,-99.1852843,19.2880380,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
038a5854-fb13-44f8-b975-a65a5046c77a,-99.1853638,19.2880631,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
ca2ea920-2d19-4027-abea-6c9ec67d6a10,-99.1854685,19.2881568,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
7cd99b73-84a0-4885-afdf-acd49e74c002,-99.1853983,19.2881428,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
f6a0c9f3-f69e-46c3-bae4-9fb48fa3e83b,-99.1854914,19.2874663,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
f2d860d5-283d-4731-82d0-f6b5c10a420a,-99.1858291,19.2877971,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
d5908f2f-9a5d-4d9d-ae27-9df7b4122441,-99.1857624,19.2878325,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
bdf47549-b2a8-406a-b257-352c42009429,-99.1856872,19.2879001,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
b473791b-6c0d-48ea-9d7e-773dff87389b,-99.1854247,19.2871424,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
29e07bbd-b879-4383-ae66-40be4fc00169,-99.1856281,19.2870407,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
8e6291b5-b601-471f-975b-39ed78a53ce9,-99.1860166,19.2880476,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
c8e4cf90-6c08-4e58-81c8-275a81a49577,-99.1860672,19.2878846,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
4494c8a1-2820-437f-84af-37f06cf9b575,-99.1860845,19.2877845,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
f15306a1-d4bf-4aeb-80a8-68ac7ad08ccf,-99.1858440,19.2881359,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
b2c87f79-983f-47e2-b355-d1bede81ff97,-99.1859286,19.2881885,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
657bed20-a981-4e42-ad25-d94871762a88,-99.1859897,19.2882314,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
6b35d55a-8058-495b-acc0-2faffbdca164,-99.1860549,19.2882839,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
f129ce07-ffd3-49f9-a370-20a97c73a2a8,-99.1856265,19.2882362,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
5b11ee7b-7b5e-41a3-831f-b8e9d6f3d50a,-99.1860860,19.2884153,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
03d44314-3f50-47e7-8a95-fbdfe03bb372,-99.1855581,19.2883253,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
2ec15890-0082-4f2e-861a-d42767346fcc,-99.1855874,19.2884034,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
4ad050c2-cb35-4c4d-927a-2b04fe36ac4e,-99.1857174,19.2884025,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
c26b5236-ca7b-4e7f-85df-189d259f4a66,-99.1859927,19.2894682,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
dfc2b472-3a70-4234-9c02-5c4f1c1c7ff6,-99.1859005,19.2894008,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
c1205fd6-3892-4483-aac9-e329e57caac7,-99.1859977,19.2892857,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
c76107ca-61f7-47dd-8d22-714f7b63df7e,-99.1860369,19.2891770,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
e8a9ace4-9780-4a33-a405-baf072650dd4,-99.1858109,19.2892030,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
e587e336-fcf3-41d5-b50a-3c0108e858ba,-99.1860403,19.2889052,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
8876ed5f-5c37-4467-8b6d-be71939bab1c,-99.1860632,19.2887732,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
ab825e65-463c-4737-b9c9-dbf7edf2466f,-99.1860835,19.2886257,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
46a00bbc-5f78-44ab-9a2c-11608b9194a4,-99.1859867,19.2886868,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
20a1a7d3-a222-4bdd-a83c-6789095fd255,-99.1858055,19.2884945,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
524df26a-7b3f-4698-9500-b5d221b15ef7,-99.1849783,19.2881374,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
c257b2e9-dae3-4fc1-bea9-38d92c5df655,-99.1848663,19.2881790,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
387ef76e-d748-4085-9d47-85f3463f7ceb,-99.1848321,19.2883059,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
1863412d-e409-418e-8d7d-d99425788583,-99.1851350,19.2881723,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
d10bb8cd-0d48-4015-a212-67a0216fbcce,-99.1851790,19.2882767,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
24095fe0-a235-48c7-a91b-def13540adad,-99.1852601,19.2882170,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
f55de604-b4d4-4afd-8008-ebbe287e216e,-99.1853572,19.2882692,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
4601cb31-f1a0-4468-ad3e-abf603fdd5b9,-99.1856417,19.2885598,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
0886c75d-d66e-4c5b-9349-1de139b14834,-99.1854989,19.2885170,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
a737dfee-4ccf-408c-987b-7e5d0f8fc176,-99.1854712,19.2885917,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
00e6e6d1-5393-4a2e-9818-7143cec980f0,-99.1854799,19.2887664,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
e603ad9c-677e-4012-adb3-b8c2e2b474ad,-99.1853547,19.2887091,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
e17eefca-29c3-444c-a4cb-14bff4be924a,-99.1856513,19.2887299,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
7dd0e58e-7a83-433e-8d5f-5f524978b898,-99.1857540,19.2888895,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
d93392d7-d54a-4610-b3a6-5ff616ffd4b3,-99.1854269,19.2883973,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
d3d26959-b515-44b2-b8cf-6c42438a32f2,-99.1854149,19.2884638,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
057c0b79-fdea-49e2-b391-730517d653fb,-99.1853731,19.2884520,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
d6a2fd7e-83cf-4ef2-ad4a-5e49a45ff5a2,-99.1847768,19.2884011,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
2e2c081f-da95-4dd6-9c4a-b347ed8992ec,-99.1847615,19.2885515,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
260cb23e-4a8b-41f2-86fa-25d6806e4c78,-99.1849759,19.2886550,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
68d273a5-734b-4f3f-8d3f-52e5cfa93a3b,-99.1851511,19.2887531,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
49ba7736-b709-4696-9c21-9e0ea0ccec5a,-99.1849380,19.2883575,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
c0bf9704-5529-4682-897e-8feda61d1d64,-99.1849974,19.2883917,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
e6d8c9e4-4527-4427-b735-0708e3da0132,-99.1850800,19.2884224,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
ed88ed32-1bfa-45cf-8f1c-e3a9b66f2beb,-99.1848907,19.2883611,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
2fe92b85-6ce0-4990-9e7a-d6bc0349d9dc,-99.1852843,19.2884704,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
3b556c3c-e1d0-4000-98e1-e2722c65dafc,-99.1853199,19.2885617,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
c4a3691e-17e6-4765-8d2a-d6aaae54b85d,-99.1851553,19.2885430,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
1f90b1d1-086d-4cd5-810d-87511bf033e2,-99.1848573,19.2887765,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
5c6a4664-2946-47dc-b7cd-02c4fb02fbae,-99.1847685,19.2889112,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
52b83d16-30b4-4a44-b540-6982e9c790d5,-99.1847892,19.2887454,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
8a8df437-f068-48f1-82f6-163c399d5ad2,-99.1847262,19.2887012,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
986d2304-cba2-4d1b-a037-2464a11505cd,-99.1846610,19.2886310,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
a872dd16-6985-4b62-ad7b-4c5698903148,-99.1846219,19.2888197,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
7ea6ecbc-89a7-4bbf-8a3f-98a791e16332,-99.1847064,19.2888936,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
efe08e03-3cce-427d-935b-cf2a9dd075e3,-99.1846485,19.2889224,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
9601d63f-ceb8-4384-98f3-b1dd0bfd1692,-99.1849790,19.2888262,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
f73f2602-d6b7-487a-b027-57ff4c0e9523,-99.1850556,19.2889820,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
e22a4e74-1c24-4402-8bc8-9b07bc84c204,-99.1852213,19.2889982,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
567294fd-33d6-4a06-a912-deb4a34bc58f,-99.1853168,19.2891340,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
017026da-b1ab-4205-8a7e-10d748a4e109,-99.1855260,19.2889600,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
0a59957a-7dae-4cef-8651-779b84934941,-99.1854422,19.2890207,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
cf8391ab-64ef-440f-a9c4-c5b656352c4e,-99.1853638,19.2889700,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
462044aa-3ded-431d-bd2f-2c0c40a0964c,-99.1855162,19.2891296,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
bcc05072-eaf0-4096-afa9-ba90ddd493d0,-99.1855968,19.2892455,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
94d1489a-373c-4982-85c1-e1fddae7a1fc,-99.1854778,19.2894382,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
bdca1e13-62c5-4250-987e-e71c48b991a8,-99.1842372,19.2893116,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
64004822-e723-40d7-9d31-0b93ded717f3,-99.1841504,19.2892755,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
19f47b18-12d8-4bd6-8c16-4e1d62996708,-99.1843386,19.2893519,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
a12ff05e-ca82-4ac1-97d9-f991136a5203,-99.1843331,19.2894311,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
7a80e638-7f88-461b-96c4-4ce741068479,-99.1844155,19.2894265,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
934d8bdc-ac07-4c63-a990-fbf9c7610e90,-99.1844020,19.2893696,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
85c05d3f-1523-45d6-a282-f58af43a0cdc,-99.1849418,19.2892040,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
9be50a14-7b50-490e-8efc-c29554214238,-99.1847563,19.2892062,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
798fdc1b-2247-4f8a-8e21-8801b29bc3eb,-99.1848682,19.2893196,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
85c39615-00a0-4d25-b77f-df36e5c313ab,-99.1851275,19.2892729,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
a0d627fc-4ac3-4b3e-af32-8fbe4cb41d64,-99.1853801,19.2893545,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
5dddc899-917b-477f-bc10-036b038c343f,-99.1852859,19.2894236,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
72639780-1aa8-4c50-a7c2-dcf85652be82,-99.1850573,19.2895040,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
820f7a93-dea0-4555-906d-eafb97dbcbf2,-99.1849951,19.2894897,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
2b1d8349-f01b-4328-808b-239a10bee67b,-99.1848388,19.2895397,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
bf94e215-2766-4b25-9808-86d82eaf7b84,-99.1848651,19.2895573,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
b82884f8-dcce-43cf-864b-5ac876f85d63,-99.1849022,19.2895670,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
45c0bbaa-f3af-40e9-858f-7e8d36a1fd9b,-99.1849509,19.2895728,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
697a6f17-8fa4-4db4-b078-1be2dcf6ef4b,-99.1849165,19.2894260,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
08fa6e58-0ade-4d17-95fd-e2d626386cc1,-99.1845967,19.2894375,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
0a228729-e608-4769-9a38-6543ba226739,-99.1846552,19.2894782,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
a98d1602-6d99-45d2-910f-c7111bf7bdc6,-99.1857640,19.2895974,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
2c73e9c1-521a-4487-a167-6cb539b509ff,-99.1856445,19.2895628,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
d59881a9-2c64-49fb-be7f-0de21c4a50a9,-99.1854950,19.2895811,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
65fadf7a-2e3a-4f9c-ba12-3bce1ca5a7f5,-99.1853066,19.2896368,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
7ebee7fb-3d1c-4606-bf0e-f5013cb8e93b,-99.1852522,19.2896720,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
a359354f-af89-4902-9453-35d2c99b6fa9,-99.1854271,19.2896420,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
cfe60d19-69cb-43fd-bd9d-b760ffdef28f,-99.1857079,19.2896921,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
8ca9f65d-37e5-4d06-98eb-85d5aa27755b,-99.1855494,19.2897644,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
4d4ac382-e326-4007-a678-37ac0595bb4c,-99.1853917,19.2877263,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
6372eb08-2214-4279-996d-466e6d311ebc,-99.1855660,19.2911374,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
cf4b033a-3868-40d7-a7bb-60bd3b55f39a,-99.1853155,19.2911596,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
263f8e3f-fd7f-4382-8db8-a9affee7795d,-99.1849723,19.2911681,no-damage,1.0,xbd_gt,mexico-earthquake_00000048
